,combination_name,drug_name_1,drug_name_2,snomed_reaction,meddra_preferred_term_name,meddra_high_level_term,meddra_high_level_term_name,total_cases_md_snomed_drugs,total_cases_md_drugs,relative_frequency_md (y_obs),total_cases_sd_snomed_drug1,total_cases_sd_drug_1,total_cases_sd_snomed_drug2,total_cases_sd_drug_2,bliss_independence (y_pred),bliss_ratio,chi2_obs,chi2_exp,chi2_ratio,chi2,p
41081,quetiapine & venlafaxine,quetiapine,venlafaxine,271782001,Somnolence,Disturbances in consciousness NEC,Nervous system disorders,9,201,0.04478,12,1163,22,3133,0.01727,2.59294,0.046875,0.007977475363679024,5.875919117647059,23.794921340414316,1.0716484599836462e-06
41112,lamotrigine & valproate,lamotrigine,valproate,367391008,Malaise,Asthenic conditions,General disorders and administration site conditions,9,716,0.01257,37,3479,10,6879,0.01207,1.04143,0.01272984441301273,0.004558238774124721,2.7927111860122187,7.0655009159735265,0.007858233942978618
41777,olanzapine & clozapine,olanzapine,clozapine,286933003,Confusional state,Confusion and disorientation,Psychiatric disorders,9,208,0.04327,59,2685,11,1942,0.02751,1.57288,0.04522613065326633,0.015360983102918587,2.9442211055276384,8.134756429829293,0.004342468040062393
42033,methotrexate & tofacitinib,methotrexate,tofacitinib,271807003,Rash,"Rashes, eruptions and exanthems NEC",Skin and subcutaneous tissue disorders,8,965,0.00829,21,2139,34,3663,0.01901,0.43609,0.008359456635318705,0.009570210544631983,0.8734872233304836,0.030702362222288847,0.8609060660830753
43319,levofloxacin & ciprofloxacin,levofloxacin,ciprofloxacin,8976003,Tendonitis,Tendon disorders,Musculoskeletal and connective tissue disorders,14,797,0.01757,75,6447,95,12055,0.01942,0.90474,0.017879948914431672,0.00927340170194196,1.9280895499962436,4.826423520217561,0.028026712402644836
43331,levofloxacin & ciprofloxacin,levofloxacin,ciprofloxacin,21545007,Tendon pain,Tendon disorders,Musculoskeletal and connective tissue disorders,17,797,0.02133,108,6447,206,12055,0.03355,0.63577,0.021794871794871794,0.01726413019573345,1.2624367140290707,0.6220352901888115,0.4302919635134691
43338,levofloxacin & moxifloxacin,levofloxacin,moxifloxacin,22253000,Pain,Pain and discomfort NEC,General disorders and administration site conditions,7,125,0.056,118,6447,25,1429,0.03547,1.5788,0.059322033898305086,0.01849217638691323,3.207953063885267,7.632475089607292,0.005732657966902259
43393,levofloxacin & ciprofloxacin,levofloxacin,ciprofloxacin,88092000,Amyotrophy,Myopathies,Musculoskeletal and connective tissue disorders,7,797,0.00878,27,6447,43,12055,0.00775,1.1329,0.008860759493670886,0.0037977430555555555,2.3331645569620254,3.6302702930989406,0.05673760118264043
43399,levofloxacin & ciprofloxacin,levofloxacin,ciprofloxacin,162221009,Restlessness,Increased physical activity levels,Psychiatric disorders,6,797,0.00753,25,6447,23,12055,0.00578,1.30277,0.007585335018963337,0.002601062100357646,2.916245259165613,5.015270029396308,0.02512471051722112
43418,prednisone & corticotropin,prednisone,corticotropin,271795006,Fatigue,Asthenic conditions,General disorders and administration site conditions,7,150,0.04667,14,1278,47,1534,0.04125,1.13139,0.04895104895104895,0.022173754998182478,2.2076120600710767,2.9245299952393324,0.08724262670163148
43517,levofloxacin & moxifloxacin,levofloxacin,moxifloxacin,22722001,Neuropathy peripheral,Peripheral neuropathies NEC,Nervous system disorders,7,125,0.056,100,6447,11,1429,0.02309,2.42529,0.059322033898305086,0.014294913071474565,4.149870209192243,12.127160429714662,0.0004969272835173713
43518,levofloxacin & ciprofloxacin,levofloxacin,ciprofloxacin,22722001,Neuropathy peripheral,Peripheral neuropathies NEC,Nervous system disorders,17,797,0.02133,100,6447,139,12055,0.02686,0.79412,0.021794871794871794,0.013086568471773532,1.6654382576976718,3.5135481785986453,0.06086896466445648
43550,levofloxacin & ciprofloxacin,levofloxacin,ciprofloxacin,111244008,Tendon rupture,"Muscle, tendon and ligament injuries","Injury, poisoning and procedural complications",8,797,0.01004,35,6447,30,12055,0.00791,1.26928,0.010139416983523447,0.0035255193361175895,2.876006629618797,6.987077447929643,0.008210030206611475
43960,ribavirin & dasabuvir,ribavirin,dasabuvir,422587007,Nausea,Nausea and vomiting symptoms,Gastrointestinal disorders,6,209,0.02871,46,1521,6,142,0.07121,0.40317,0.029556650246305417,0.03227808814400993,0.9156877605153466,0.0,1.0
44034,atorvastatin & simvastatin,atorvastatin,simvastatin,68962001,Myalgia,Muscle pains,Musculoskeletal and connective tissue disorders,12,189,0.06349,41,1386,90,1961,0.07411,0.8567,0.06779661016949153,0.040733830845771146,1.6643809030922498,2.142459020083746,0.1432720763093527
44190,methotrexate & tofacitinib,methotrexate,tofacitinib,51476001,Nasopharyngitis,Upper respiratory tract infections,Infections and infestations,26,965,0.02694,10,2139,29,3663,0.01256,2.1449,0.027689030883919063,0.00676730869338886,4.091586794462194,33.46902068908917,7.24081739585964e-09
44498,metformin & sitagliptin,metformin,sitagliptin,233604007,Pneumonia,Lower respiratory tract and lung infections,Infections and infestations,14,1807,0.00775,13,4198,40,7064,0.00874,0.88673,0.007808142777467931,0.004728343295566063,1.6513485357101516,2.259514353809855,0.13279569990162385
44550,metformin & sitagliptin,metformin,sitagliptin,396275006,Osteoarthritis,Osteoarthropathies,Musculoskeletal and connective tissue disorders,15,1807,0.0083,8,4198,56,7064,0.00982,0.84521,0.008370535714285714,0.005715306304697267,1.4645821707589286,1.3675689147749215,0.24223001729463145
44893,zoledronic acid & alendronate,zoledronic acid,alendronate,271618001,Impaired healing,Healing abnormal NEC,General disorders and administration site conditions,6,522,0.01149,64,24316,49,8233,0.00856,1.34229,0.011627906976744186,0.003483783450487113,3.337723811483844,7.120732363852206,0.007619757354982458
44981,methotrexate & tofacitinib,methotrexate,tofacitinib,21522001,Abdominal pain,Gastrointestinal and abdominal pains (excl oral and throat),Gastrointestinal disorders,6,965,0.00622,12,2139,19,3663,0.01077,0.57753,0.006256517205422315,0.005371686016288338,1.1647213158868446,0.0111183208067724,0.9160239413763231
45002,metformin & sitagliptin,metformin,sitagliptin,266474003,Cholelithiasis,Cholecystitis and cholelithiasis,Hepatobiliary disorders,18,1807,0.00996,12,4198,74,7064,0.01331,0.74831,0.010061486864169928,0.007695060844667144,1.3075253162088736,0.7920390881650982,0.373484261371666
45102,prednisone & corticotropin,prednisone,corticotropin,262286000,Weight increased,Physical examination procedures and organ system status,Investigations,6,150,0.04,9,1278,33,1534,0.0284,1.40845,0.041666666666666664,0.01516245487364621,2.7480158730158726,4.149263440948354,0.041652638603937565
45245,naloxone & naltrexone,naloxone,naltrexone,62315008,Diarrhoea,Diarrhoea (excl infective),Gastrointestinal disorders,6,106,0.0566,9,624,14,737,0.03315,1.70739,0.06,0.0171898355754858,3.4904347826086957,6.082656257666098,0.01365153532134098
45774,methotrexate & tofacitinib,methotrexate,tofacitinib,386807006,Memory impairment,Memory loss (excl dementia),Nervous system disorders,6,965,0.00622,6,2139,15,3663,0.0069,0.90145,0.006256517205422315,0.0036325895173845357,1.722329807835543,0.8276909972131555,0.3629410520851325
46279,macitentan & selexipag,macitentan,selexipag,80394007,Blood glucose increased,Carbohydrate tolerance analyses (incl diabetes),Investigations,7,5362,0.00131,13,10192,8,3749,0.00341,0.38416,0.00130718954248366,0.0015086206896551724,0.8664799253034546,0.013764112881697323,0.906606036111417
46411,macitentan & selexipag,macitentan,selexipag,131148009,Extravasation blood,Haemorrhages NEC,Vascular disorders,8,5362,0.00149,19,10192,6,3749,0.00346,0.43064,0.0014942099364960778,0.0017964932451853982,0.8317370190511767,0.06726656598761127,0.7953590415278972
46527,macitentan & selexipag,macitentan,selexipag,116223007,Adverse event,Therapeutic and nontherapeutic responses,General disorders and administration site conditions,7,5362,0.00131,10,10192,8,3749,0.00311,0.42122,0.00130718954248366,0.001292824822236587,1.011111111111111,0.0,1.0
46791,atorvastatin & simvastatin,atorvastatin,simvastatin,13791008,Asthenia,Asthenic conditions,General disorders and administration site conditions,13,189,0.06878,33,1386,41,1961,0.04422,1.5554,0.07386363636363637,0.022609227008860373,3.266968673218673,14.352492996967026,0.00015157885356632323
47029,metformin & sitagliptin,metformin,sitagliptin,94381002,Metastases to liver,Metastases to specified sites,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",35,1807,0.01937,32,4198,127,7064,0.02546,0.7608,0.019751693002257337,0.0143204539313699,1.3792644490821586,2.5877147833845475,0.10769561738781162
47109,metformin & sitagliptin,metformin,sitagliptin,13645005,Chronic obstructive pulmonary disease,Bronchospasm and obstruction,"Respiratory, thoracic and mediastinal disorders",8,1807,0.00443,6,4198,42,7064,0.00737,0.60109,0.0044469149527515284,0.004280363830925628,1.038910505836576,0.0,1.0
47113,metformin & sitagliptin,metformin,sitagliptin,46621007,Atelectasis,Parenchymal lung disorders NEC,"Respiratory, thoracic and mediastinal disorders",20,1807,0.01107,10,4198,49,7064,0.0093,1.19032,0.01119194180190263,0.005266446487547978,2.125141084859579,7.862950664502465,0.005045798242407187
47147,metformin & sitagliptin,metformin,sitagliptin,433234005,Benign prostatic hyperplasia,Prostatic neoplasms and hypertrophy,Reproductive system and breast disorders,10,1807,0.00553,9,4198,26,7064,0.00581,0.95181,0.005564830272676683,0.0031174846352542977,1.785038556324032,2.01104062068902,0.15615817371187318
47152,metformin & sitagliptin,metformin,sitagliptin,40930008,Hypothyroidism,Thyroid hypofunction disorders,Endocrine disorders,7,1807,0.00387,6,4198,35,7064,0.00637,0.60754,0.0038888888888888888,0.0036538632920417075,1.0643224932249322,0.0,1.0
47159,metformin & sitagliptin,metformin,sitagliptin,94391008,Metastases to lung,Metastases to specified sites,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",13,1807,0.00719,6,4198,52,7064,0.00878,0.81891,0.007246376811594203,0.00517672259907176,1.399800099950025,0.8556455043049648,0.3549601422787012
47171,metformin & sitagliptin,metformin,sitagliptin,389026000,Ascites,Peritoneal and retroperitoneal disorders,Gastrointestinal disorders,8,1807,0.00443,9,4198,44,7064,0.00836,0.5299,0.0044469149527515284,0.004728343295566063,0.9404805604790921,0.0,1.0
47220,metformin & sitagliptin,metformin,sitagliptin,63532004,Diverticulum intestinal,Diverticula,Gastrointestinal disorders,13,1807,0.00719,9,4198,26,7064,0.00581,1.23752,0.007246376811594203,0.0031174846352542977,2.3244306418219463,6.033107785947816,0.01403999257712831
47326,metformin & sitagliptin,metformin,sitagliptin,70153002,Haemorrhoids,Haemorrhoids and gastrointestinal varices (excl oesophageal),Gastrointestinal disorders,7,1807,0.00387,8,4198,22,7064,0.00501,0.77246,0.0038888888888888888,0.002670940170940171,1.456,0.435821863148631,0.509145988670046
47358,metformin & sitagliptin,metformin,sitagliptin,94627008,Metastases to peritoneum,Metastases to specified sites,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10,1807,0.00553,7,4198,26,7064,0.00534,1.03558,0.005564830272676683,0.002938819129040876,1.8935599736935296,2.4742565751363395,0.11572414893874404
47363,metformin & sitagliptin,metformin,sitagliptin,95570007,Nephrolithiasis,Renal lithiasis,Renal and urinary disorders,13,1807,0.00719,10,4198,51,7064,0.00958,0.75052,0.007246376811594203,0.005445942326577984,1.330601092896175,0.5868794980780034,0.4436283406814465
47378,metformin & sitagliptin,metformin,sitagliptin,128053003,Deep vein thrombosis,Peripheral embolism and thrombosis,Vascular disorders,6,1807,0.00332,13,4198,33,7064,0.00776,0.42784,0.003331482509716824,0.004101283880171184,0.8123023441083457,0.07711414883876694,0.7812470025309559
47388,metformin & sitagliptin,metformin,sitagliptin,235494005,Pancreatitis chronic,Acute and chronic pancreatitis,Gastrointestinal disorders,8,1807,0.00443,8,4198,26,7064,0.00558,0.79391,0.0044469149527515284,0.003028143925899537,1.4685282673380635,0.5744902311919701,0.4484801147523283
47565,mycophenolate mofetil & tacrolimus,mycophenolate mofetil,tacrolimus,38341003,Hypertension,Vascular hypertensive disorders NEC,Vascular disorders,6,399,0.01504,6,502,8,723,0.02289,0.65706,0.015267175572519083,0.011560693641618497,1.3206106870229009,0.0938677866736667,0.759316474541794
48030,mycophenolate mofetil & tacrolimus,mycophenolate mofetil,tacrolimus,62315008,Diarrhoea,Diarrhoea (excl infective),Gastrointestinal disorders,6,399,0.01504,10,502,9,723,0.03212,0.46824,0.015267175572519083,0.015754560530679935,0.9690638810767376,0.0,1.0
50237,olanzapine & venlafaxine,olanzapine,venlafaxine,441960006,Speech disorder,Speech and language abnormalities,Nervous system disorders,8,179,0.04469,22,2685,11,3133,0.01167,3.82948,0.04678362573099415,0.005704407951598963,8.201311359206096,33.406684047063884,7.476656368479523e-09
50238,quetiapine & venlafaxine,quetiapine,venlafaxine,441960006,Speech disorder,Speech and language abnormalities,Nervous system disorders,9,201,0.04478,8,1163,11,3133,0.01037,4.31823,0.046875,0.004442366144493804,10.551809210526317,44.221769155576425,2.932024657347373e-11
50356,olanzapine & venlafaxine,olanzapine,venlafaxine,11538006,Lethargy,Disturbances in consciousness NEC,Nervous system disorders,7,179,0.03911,16,2685,6,3133,0.00787,4.9695,0.040697674418604654,0.003795721187025535,10.721987315010571,37.98778919244461,7.118878017788723e-10
52500,quetiapine & sertraline,quetiapine,sertraline,14760008,Constipation,Gastrointestinal atonic and hypomotility disorders NEC,Gastrointestinal disorders,9,277,0.03249,10,1163,13,3717,0.01207,2.6918,0.033582089552238806,0.004735433395099856,7.091661258922777,28.448369221261178,9.623078960780076e-08
52670,ribavirin & telaprevir,ribavirin,telaprevir,79890006,Decreased appetite,Appetite disorders,Metabolism and nutrition disorders,13,525,0.02476,34,1521,7,227,0.0525,0.47162,0.025390625,0.02401874633860574,1.0571169969512195,8.07435196602963e-05,0.9928305134320439
52671,ribavirin & boceprevir,ribavirin,boceprevir,79890006,Decreased appetite,Appetite disorders,Metabolism and nutrition disorders,33,1229,0.02685,34,1521,13,386,0.05528,0.48571,0.027591973244147156,0.025268817204301075,1.091937664555611,0.07093084648367783,0.7899862595187321
52676,ribavirin & boceprevir,ribavirin,boceprevir,84828003,Leukopenia,Leukopenias NEC,Blood and lymphatic system disorders,24,1229,0.01953,11,1521,6,386,0.02266,0.86187,0.01991701244813278,0.008994708994708995,2.21430314864535,5.727982999662373,0.016696649101244136
52682,ribavirin & telaprevir,ribavirin,telaprevir,267024001,Abnormal loss of weight,General nutritional disorders NEC,Metabolism and nutrition disorders,6,525,0.01143,27,1521,7,227,0.04804,0.23793,0.011560693641618497,0.019836639439906652,0.5827949676980618,1.0747277544980312,0.2998799945349182
52683,ribavirin & boceprevir,ribavirin,boceprevir,267024001,Abnormal loss of weight,General nutritional disorders NEC,Metabolism and nutrition disorders,35,1229,0.02848,27,1521,8,386,0.03811,0.74731,0.02931323283082077,0.018696581196581196,1.5678391959798996,3.0621128263058903,0.08013740435492282
52685,ribavirin & telaprevir,ribavirin,telaprevir,279333002,Pruritus,Pruritus NEC,Skin and subcutaneous tissue disorders,15,525,0.02857,26,1521,10,227,0.06039,0.47309,0.029411764705882353,0.02102803738317757,1.3986928104575165,0.8357053906672317,0.3606279269507239
52686,ribavirin & boceprevir,ribavirin,boceprevir,279333002,Pruritus,Pruritus NEC,Skin and subcutaneous tissue disorders,20,1229,0.01627,26,1521,8,386,0.03747,0.43421,0.016542597187758478,0.018152696209289908,0.911302486255048,0.03471667871755696,0.8521905914693839
52698,ribavirin & sofosbuvir,ribavirin,sofosbuvir,13791008,Asthenia,Asthenic conditions,General disorders and administration site conditions,9,450,0.02,28,1521,8,194,0.05889,0.33962,0.02040816326530612,0.02144133412745682,0.9518140589569161,0.0,1.0
52699,ribavirin & telaprevir,ribavirin,telaprevir,13791008,Asthenia,Asthenic conditions,General disorders and administration site conditions,14,525,0.02667,28,1521,8,227,0.053,0.50321,0.0273972602739726,0.02102803738317757,1.3028919330289193,0.4384038951674208,0.5078938348755299
52763,ribavirin & boceprevir,ribavirin,boceprevir,62315008,Diarrhoea,Diarrhoea (excl infective),Gastrointestinal disorders,21,1229,0.01709,31,1521,8,386,0.04069,0.42,0.0173841059602649,0.0208779443254818,0.8326541008660213,0.289214550858113,0.5907243046839208
